Refid,User,Ris Code,Level,E1_k,nid,risk,risk_mapping,"Should this study be set aside, to extract manually? ",design,design_comment,study_name,E2_k,acause,(outcome_dementia_sub) What subset of dementia is specified by the source?,(outcome_dementia_sub) What subset of dementia is specified by the source?_comment,gbd_outcome_mapping,gbd_outcome_def,exp_def,exp_assess_level,exp_instrument,exp_assess_period,exp_assess_num,exp_method_1,exp_multiple_methods_flag,exp_method_2 -> Physical measurement (human),exp_recall_period,exp_recall_period_value,exp_type,study_outcome_def,outcome_MCI,dementia_subtype,dementia_subtype_comment,outcome_ICD_codes,outcome_ICD_codes_comment,outcome_type,outcome_assess_freq,outcome_assess_num,outcome_assess_1,oucome_assess_2 -> Administrative medical records or disease registry,oucome_assess_2 -> Physician diagnosis,oucome_assess_2 -> Death certificates,oucome_assess_2 -> Biomarker,oucome_assess_2 -> Disease Registry (human),E3_k,bc_age,bc_sex,bc_bmi,bc_edu,bc_inc,bc_activity,bc_smoking,bc_APOE,bc_otherdrug,bc_otherdrug_comment,bc_diet,bc_diet_comment,bc_other,bc_other_comment,bc_hypertension,bc_diabetes,bc_hypercholesterolemia,bc_otherdisease,bc_otherdisease_comment,bc_sick_excl,bc_former_separate,bc_followup_excl,bc_followup_excl_comment,bc_sick_na,custom_sick_quitters -> Lifetime alcohol consumption,E4_k,location_name_national,site_memo,location_subnational_flag,location_id_national,location_name_subnational,location_id_subnational,population,representativeness,custom_rep_pop_desc,population_recruitment,rep_prevalent_disease,adjusted_by_outcome,screening_phase,study_design_questions_k,exp_group_def,unexp_reference_group_def,exp_risk_def,exp_quant_lower,exp_quant_upper,exp_quant_unit,exp_freq_lower,exp_freq_upper,exp_freq_unit,cohort_person_years_exp,cohort_number_events_exp,cohort_sample_size_exp,unexp_risk_def,unexp_quant_lower,unexp_quant_upper,unexp_unit_def,unexp_freq_lower,unexp_freq_upper,cohort_person_years_unexp,"(cohort_events_unexp) Please specify the number of ""events"" (deaths, diagnoses, etc.) that occured in this unexposed/comparison group. ",cohort_sample_size_unexp,cohort_person_years_total,cohort_number_events_total,cohort_sample_size_total,cohort_response_assess,cohort_response_rate,cohort_dropout_assess,cohort_dropout_rate,quant_convert,freq_convert,cc_control_selection,cc_control_def,cc_controls_exp,cc_controls_unexp,cc_case_def,cc_cases_exp,cc_cases_unexp,cc_controls_total,cc_cases_total,specific_data_extraction_form_k,year_start,year_end,Indicate Exposure Group ,age_type,age_start,age_end,age_mean,age_sd,age_issue,sex,percent_male,sex_issue,alcohol_type,effect_size_measure,mean,effect_size_derived,(uncertainty_type_value) How is uncertainty in the effect size reported? ,(uncertainty_type_value) How is uncertainty in the effect size reported? _comment,lower,upper,(uncertainty_describe) Please describe any specifics or issues about the uncertainty value. ,subgroup_analysis,subgroup_analysis_def,effect_size_multi_location,effect_size_multi_location_specify,pooled_cohort,dose_response,adj_model,page_number,table_number,in_supplement,note_sr
39476452,hlawlor,,5,,598592,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,Korean National Health Insurance Service (KNHIS),neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,"In this study, newly diagnosed dementia was defined by a prescription for donepezil hydrochloride, rivastigmine, galantamine, or memantine under concomitant administration of ICD-10 code for Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)","Non-drinker, Mild, Moderate, Heavier",At the individual,Interview,Multiple times at Follow Up,5,Self-report (human/environment),"No, only one method",,Period: years,2,Cumulative average,Diagnosis of dementia,No,Combined Dementias (describe),"Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)",1,"ICD-10: F00, G30, F01, F02, F03, G23.1, or G31",Incidence,Multiple times at Follow Up,5,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,,,bc_activity,bc_smoking,,,,,,,,bc_hypertension,bc_diabetes,,bc_otherdisease,"Dyslipidemia, CKD",,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,Republic of Korea|KOR,"In Korea, the national general screening programs are available every two years to individuals who are 40 years or older, and all employees regardless of age (Shin et al., 2022). The program consists of a standardized questionnaire covering an individual’s medical history, family history, and lifestyle behaviors such as smoking, drinking, and physical activity. This information is combined with sociodemographic and anthropometric data, as well as data on prescribed medication(s) and diagnostic codes (using the International Classification of Diseases, 10th revision, ICD-10) from the NHIS.",No,68,,,"We initially identified study subjects aged ≥40 years (n=7,037,730) who participated in the NHIS program for the general health examination in 2009",Yes,,claims_data,"No, the study population is not a prevalent-disease population",,"Yes, screening phase approach","neuro_dementia-all-cause dementia|||Current drinker, Light","Current drinker, Light",Non drinker,Mid-life,1,14,grams,,,per day,,4567,885254,,0,0,g/day,,,,13348,1730462,,22152,4640148,,,,,,,,,,,,,,,,neuro_dementia-all-cause dementia|||,2010,2019,"Current drinker, Light",Categorical,40,59,,,,3,0.51,,Any alcoholic beverages,Hazard Ratio (HR),0.86,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,0.83,0.9,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,5,3,"No, it was in the main text",
39476452,hlawlor,,5,,598592,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,Korean National Health Insurance Service (KNHIS),neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,"In this study, newly diagnosed dementia was defined by a prescription for donepezil hydrochloride, rivastigmine, galantamine, or memantine under concomitant administration of ICD-10 code for Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)","Non-drinker, Mild, Moderate, Heavier",At the individual,Interview,Multiple times at Follow Up,5,Self-report (human/environment),"No, only one method",,Period: years,2,Cumulative average,Diagnosis of dementia,No,Combined Dementias (describe),"Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)",1,"ICD-10: F00, G30, F01, F02, F03, G23.1, or G31",Incidence,Multiple times at Follow Up,5,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,,,bc_activity,bc_smoking,,,,,,,,bc_hypertension,bc_diabetes,,bc_otherdisease,"Dyslipidemia, CKD",,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,Republic of Korea|KOR,"In Korea, the national general screening programs are available every two years to individuals who are 40 years or older, and all employees regardless of age (Shin et al., 2022). The program consists of a standardized questionnaire covering an individual’s medical history, family history, and lifestyle behaviors such as smoking, drinking, and physical activity. This information is combined with sociodemographic and anthropometric data, as well as data on prescribed medication(s) and diagnostic codes (using the International Classification of Diseases, 10th revision, ICD-10) from the NHIS.",No,68,,,"We initially identified study subjects aged ≥40 years (n=7,037,730) who participated in the NHIS program for the general health examination in 2009",Yes,,claims_data,"No, the study population is not a prevalent-disease population",,"Yes, screening phase approach","neuro_dementia-all-cause dementia|||Current drinker, Moderate","Current drinker, Moderate",Non drinker,Middle-age,15,29,grams,,,per day,,2203,368388,,0,0,g/day,,,,13348,1730462,,22152,4640148,,,,,,,,,,,,,,,,neuro_dementia-all-cause dementia|||,2010,2019,"Current drinker, Moderate",Categorical,40,59,,,,3,0.51,,Any alcoholic beverages,Hazard Ratio (HR),0.95,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,0.9,1,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,5,3,"No, it was in the main text",
39476452,hlawlor,,5,,598592,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,Korean National Health Insurance Service (KNHIS),neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,"In this study, newly diagnosed dementia was defined by a prescription for donepezil hydrochloride, rivastigmine, galantamine, or memantine under concomitant administration of ICD-10 code for Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)","Non-drinker, Mild, Moderate, Heavier",At the individual,Interview,Multiple times at Follow Up,5,Self-report (human/environment),"No, only one method",,Period: years,2,Cumulative average,Diagnosis of dementia,No,Combined Dementias (describe),"Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)",1,"ICD-10: F00, G30, F01, F02, F03, G23.1, or G31",Incidence,Multiple times at Follow Up,5,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,,,bc_activity,bc_smoking,,,,,,,,bc_hypertension,bc_diabetes,,bc_otherdisease,"Dyslipidemia, CKD",,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,Republic of Korea|KOR,"In Korea, the national general screening programs are available every two years to individuals who are 40 years or older, and all employees regardless of age (Shin et al., 2022). The program consists of a standardized questionnaire covering an individual’s medical history, family history, and lifestyle behaviors such as smoking, drinking, and physical activity. This information is combined with sociodemographic and anthropometric data, as well as data on prescribed medication(s) and diagnostic codes (using the International Classification of Diseases, 10th revision, ICD-10) from the NHIS.",No,68,,,"We initially identified study subjects aged ≥40 years (n=7,037,730) who participated in the NHIS program for the general health examination in 2009",Yes,,claims_data,"No, the study population is not a prevalent-disease population",,"Yes, screening phase approach","neuro_dementia-all-cause dementia|||Current drinker, Heavy (consumes a lot, consistently)","Current drinker, Heavy (consumes a lot, consistently)",Non drinker,Mid-life,30,,grams,,,per day,,2034,264067,,0,0,g/day,,,,13348,1730462,,22152,4640148,,,,,,,,,,,,,,,,neuro_dementia-all-cause dementia|||,2010,2019,"Current drinker, Heavy (consumes a lot, consistently)",Categorical,40,59,,,,3,0.51,,Any alcoholic beverages,Hazard Ratio (HR),1.13,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,1.07,1.19,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,5,3,"No, it was in the main text",
39476452,hlawlor,,5,,598592,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,Korean National Health Insurance Service (KNHIS),neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,"In this study, newly diagnosed dementia was defined by a prescription for donepezil hydrochloride, rivastigmine, galantamine, or memantine under concomitant administration of ICD-10 code for Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)","Non-drinker, Mild, Moderate, Heavier",At the individual,Interview,Multiple times at Follow Up,5,Self-report (human/environment),"No, only one method",,Period: years,2,Cumulative average,Diagnosis of dementia,No,Combined Dementias (describe),"Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)",1,"ICD-10: F00, G30, F01, F02, F03, G23.1, or G31",Incidence,Multiple times at Follow Up,5,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,,,bc_activity,bc_smoking,,,,,,,,bc_hypertension,bc_diabetes,,bc_otherdisease,"Dyslipidemia, CKD",,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,Republic of Korea|KOR,"In Korea, the national general screening programs are available every two years to individuals who are 40 years or older, and all employees regardless of age (Shin et al., 2022). The program consists of a standardized questionnaire covering an individual’s medical history, family history, and lifestyle behaviors such as smoking, drinking, and physical activity. This information is combined with sociodemographic and anthropometric data, as well as data on prescribed medication(s) and diagnostic codes (using the International Classification of Diseases, 10th revision, ICD-10) from the NHIS.",No,68,,,"We initially identified study subjects aged ≥40 years (n=7,037,730) who participated in the NHIS program for the general health examination in 2009",Yes,,claims_data,"No, the study population is not a prevalent-disease population",,"Yes, screening phase approach","neuro_dementia-all-cause dementia|||Current drinker, Light","Current drinker, Light",Non drinker,Late-life,1,14,grams,,,per day,,28530,242759,,0,0,g/day,,,,175189,1032025,,222645,2055925,,,,,,,,,,,,,,,,neuro_dementia-all-cause dementia|||,2010,2019,"Current drinker, Light",Categorical,60,99,,,,3,0.47,,Any alcoholic beverages,Hazard Ratio (HR),0.91,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,0.9,0.92,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,5,3,"No, it was in the main text",
39476452,hlawlor,,5,,598592,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,Korean National Health Insurance Service (KNHIS),neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,"In this study, newly diagnosed dementia was defined by a prescription for donepezil hydrochloride, rivastigmine, galantamine, or memantine under concomitant administration of ICD-10 code for Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)","Non-drinker, Mild, Moderate, Heavier",At the individual,Interview,Multiple times at Follow Up,5,Self-report (human/environment),"No, only one method",,Period: years,2,Cumulative average,Diagnosis of dementia,No,Combined Dementias (describe),"Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)",1,"ICD-10: F00, G30, F01, F02, F03, G23.1, or G31",Incidence,Multiple times at Follow Up,5,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,,,bc_activity,bc_smoking,,,,,,,,bc_hypertension,bc_diabetes,,bc_otherdisease,"Dyslipidemia, CKD",,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,Republic of Korea|KOR,"In Korea, the national general screening programs are available every two years to individuals who are 40 years or older, and all employees regardless of age (Shin et al., 2022). The program consists of a standardized questionnaire covering an individual’s medical history, family history, and lifestyle behaviors such as smoking, drinking, and physical activity. This information is combined with sociodemographic and anthropometric data, as well as data on prescribed medication(s) and diagnostic codes (using the International Classification of Diseases, 10th revision, ICD-10) from the NHIS.",No,68,,,"We initially identified study subjects aged ≥40 years (n=7,037,730) who participated in the NHIS program for the general health examination in 2009",Yes,,claims_data,"No, the study population is not a prevalent-disease population",,"Yes, screening phase approach","neuro_dementia-all-cause dementia|||Current drinker, Moderate","Current drinker, Moderate",Non drinker,Late-life,15,29,grams,,,per day,,9368,88036,,0,0,g/day,,,,175189,1032025,,222645,2055925,,,,,,,,,,,,,,,,neuro_dementia-all-cause dementia|||,2010,2019,"Current drinker, Moderate",Categorical,60,99,,,,3,0.47,,Any alcoholic beverages,Hazard Ratio (HR),0.95,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,0.93,0.97,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,5,3,"No, it was in the main text",
39476452,hlawlor,,5,,598592,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,Korean National Health Insurance Service (KNHIS),neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,"In this study, newly diagnosed dementia was defined by a prescription for donepezil hydrochloride, rivastigmine, galantamine, or memantine under concomitant administration of ICD-10 code for Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)","Non-drinker, Mild, Moderate, Heavier",At the individual,Interview,Multiple times at Follow Up,5,Self-report (human/environment),"No, only one method",,Period: years,2,Cumulative average,Diagnosis of dementia,No,Combined Dementias (describe),"Alzheimer’s disease (ICD-10 code F00 or G30), vascular dementia (F01), or other dementia subtypes (F02, F03, G23.1, or G31)",1,"ICD-10: F00, G30, F01, F02, F03, G23.1, or G31",Incidence,Multiple times at Follow Up,5,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,,,bc_activity,bc_smoking,,,,,,,,bc_hypertension,bc_diabetes,,bc_otherdisease,"Dyslipidemia, CKD",,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,Republic of Korea|KOR,"In Korea, the national general screening programs are available every two years to individuals who are 40 years or older, and all employees regardless of age (Shin et al., 2022). The program consists of a standardized questionnaire covering an individual’s medical history, family history, and lifestyle behaviors such as smoking, drinking, and physical activity. This information is combined with sociodemographic and anthropometric data, as well as data on prescribed medication(s) and diagnostic codes (using the International Classification of Diseases, 10th revision, ICD-10) from the NHIS.",No,68,,,"We initially identified study subjects aged ≥40 years (n=7,037,730) who participated in the NHIS program for the general health examination in 2009",Yes,,claims_data,"No, the study population is not a prevalent-disease population",,"Yes, screening phase approach","neuro_dementia-all-cause dementia|||Current drinker, Heavy (consumes a lot, consistently)","Current drinker, Heavy (consumes a lot, consistently)",Non drinker,Late-life,30,,grams,,,per day,,9558,76261,,0,0,g/day,,,,175189,1032025,,222645,2055925,,,,,,,,,,,,,,,,neuro_dementia-all-cause dementia|||,2010,2019,"Current drinker, Heavy (consumes a lot, consistently)",Categorical,60,99,,,,3,0.47,,Any alcoholic beverages,Hazard Ratio (HR),1.07,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,1.05,1.1,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,5,3,"No, it was in the main text",
40987604,hlawlor,,5,,598497,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,US Million Veteran Programme and the UK Biobank,neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,Dementia cases were identified using EHR data and International Classification of Diseases (ICD) codes,Alcohol intake was assessed using self-reported drinks per week (DPW),At the individual,questionnaire,Only at baseline,,Self-report (human/environment),"No, only one method",,Period: months,12,,Diagnosis of dementia,No,All-Cause Dementia,,1,ICD-10: F00-F02,Incidence,Multiple times at Follow Up,13,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,bc_edu,bc_inc,,bc_smoking,,,,,,,,,,,,,,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,United States of America|USA,Participant questionnaires were mailed to the homes of both cohorts.,No,102,,,MVP includes US veterans who were recruited from 2011 to the present.,Yes,,clinical_records,"No, the study population is not a prevalent-disease population",,"No, all subjects received full evaluation",neuro_dementia-all-cause dementia|||Non drinker,Non drinker,"Current drinker, Light",,0,0,drinks,,,per week,,,76636,,1,6,drinks/week,,,,,109495,,10564,204366,,,,,14,7,,,,,,,,,,neuro_dementia-all-cause dementia|||,2011,2019,Non drinker,Continuous,,,67.5,10.6,,3,0.942,,Any alcoholic beverages,Hazard Ratio (HR),1.37,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,1.31,1.43,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,7,Fig. 2,"No, it was in the main text",
40987604,hlawlor,,5,,598497,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,US Million Veteran Programme and the UK Biobank,neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,Dementia cases were identified using EHR data and International Classification of Diseases (ICD) codes,Alcohol intake was assessed using self-reported drinks per week (DPW),At the individual,questionnaire,Only at baseline,,Self-report (human/environment),"No, only one method",,Period: months,12,,Diagnosis of dementia,No,All-Cause Dementia,,1,ICD-10: F00-F02,Incidence,Multiple times at Follow Up,13,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,bc_edu,bc_inc,,bc_smoking,,,,,,,,,,,,,,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,United States of America|USA,Participant questionnaires were mailed to the homes of both cohorts.,No,102,,,MVP includes US veterans who were recruited from 2011 to the present.,Yes,,clinical_records,"No, the study population is not a prevalent-disease population",,"No, all subjects received full evaluation","neuro_dementia-all-cause dementia|||Current drinker, Moderate","Current drinker, Moderate","Current drinker, Light",,7,13,drinks,,,per week,,,12525,,1,6,drinks/week,,,,,109495,,10564,204366,,,,,14,7,,,,,,,,,,neuro_dementia-all-cause dementia|||,2011,2019,"Current drinker, Moderate",Continuous,,,64.1,11.1,,3,0.942,,Any alcoholic beverages,Hazard Ratio (HR),0.94,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,0.84,1.06,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,7,Fig. 2,"No, it was in the main text",
40987604,hlawlor,,5,,598497,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,US Million Veteran Programme and the UK Biobank,neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,Dementia cases were identified using EHR data and International Classification of Diseases (ICD) codes,Alcohol intake was assessed using self-reported drinks per week (DPW),At the individual,questionnaire,Only at baseline,,Self-report (human/environment),"No, only one method",,Period: months,12,,Diagnosis of dementia,No,All-Cause Dementia,,1,ICD-10: F00-F02,Incidence,Multiple times at Follow Up,13,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,bc_edu,bc_inc,,bc_smoking,,,,,,,,,,,,,,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,United States of America|USA,Participant questionnaires were mailed to the homes of both cohorts.,No,102,,,MVP includes US veterans who were recruited from 2011 to the present.,Yes,,clinical_records,"No, the study population is not a prevalent-disease population",,"No, all subjects received full evaluation","neuro_dementia-all-cause dementia|||Current drinker, Moderate","Current drinker, Moderate","Current drinker, Light",,14,21,drinks,,,per week,,,3216,,1,6,drinks/week,,,,,109495,,10564,204366,,,,,14,7,,,,,,,,,,neuro_dementia-all-cause dementia|||,2011,2019,"Current drinker, Moderate",Continuous,,,62.8,10.2,,3,0.974,,Any alcoholic beverages,Hazard Ratio (HR),1.11,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,0.91,1.36,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,7,Fig. 2,"No, it was in the main text",
40987604,hlawlor,,5,,598497,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,US Million Veteran Programme and the UK Biobank,neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,Dementia cases were identified using EHR data and International Classification of Diseases (ICD) codes,Alcohol intake was assessed using self-reported drinks per week (DPW),At the individual,questionnaire,Only at baseline,,Self-report (human/environment),"No, only one method",,Period: months,12,,Diagnosis of dementia,No,All-Cause Dementia,,1,ICD-10: F00-F02,Incidence,Multiple times at Follow Up,13,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,bc_edu,bc_inc,,bc_smoking,,,,,,,,,,,,,,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,United States of America|USA,Participant questionnaires were mailed to the homes of both cohorts.,No,102,,,MVP includes US veterans who were recruited from 2011 to the present.,Yes,,clinical_records,"No, the study population is not a prevalent-disease population",,"No, all subjects received full evaluation","neuro_dementia-all-cause dementia|||Current drinker, Heavy (consumes a lot, consistently)","Current drinker, Heavy (consumes a lot, consistently)","Current drinker, Light",,22,39,drinks,,,per week,,,1136,,1,6,drinks/week,,,,,109495,,10564,204366,,,,,14,7,,,,,,,,,,neuro_dementia-all-cause dementia|||,2011,2019,"Current drinker, Heavy (consumes a lot, consistently)",Continuous,,,59.3,11.4,,3,0.97,,Any alcoholic beverages,Hazard Ratio (HR),1.14,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,0.8,1.62,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,7,Fig. 2,"No, it was in the main text",
40987604,hlawlor,,5,,598497,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,US Million Veteran Programme and the UK Biobank,neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,Dementia cases were identified using EHR data and International Classification of Diseases (ICD) codes,Alcohol intake was assessed using self-reported drinks per week (DPW),At the individual,questionnaire,Only at baseline,,Self-report (human/environment),"No, only one method",,Period: months,12,,Diagnosis of dementia,No,All-Cause Dementia,,1,ICD-10: F00-F02,Incidence,Multiple times at Follow Up,13,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,bc_edu,bc_inc,,bc_smoking,,,,,,,,,,,,,,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,United States of America|USA,Participant questionnaires were mailed to the homes of both cohorts.,No,102,,,MVP includes US veterans who were recruited from 2011 to the present.,Yes,,clinical_records,"No, the study population is not a prevalent-disease population",,"No, all subjects received full evaluation","neuro_dementia-all-cause dementia|||Current drinker, Heavy (consumes a lot, consistently)","Current drinker, Heavy (consumes a lot, consistently)","Current drinker, Light",,40,,drinks,,,per week,,,1357,,1,6,drinks/week,,,,,109495,,10564,204366,,,,,14,7,,,,,,,,,,neuro_dementia-all-cause dementia|||,2011,2019,"Current drinker, Heavy (consumes a lot, consistently)",Continuous,,,57.5,10.3,,3,0.948,,Any alcoholic beverages,Hazard Ratio (HR),1.61,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,1.22,2.14,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,7,Fig. 2,"No, it was in the main text",
40987604,hlawlor,,5,,598497,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,US Million Veteran Programme and the UK Biobank,neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,Dementia cases were identified using EHR data and International Classification of Diseases (ICD) codes,Alcohol intake was assessed using self-reported drinks per week (DPW),At the individual,questionnaire,Only at baseline,,Self-report (human/environment),"No, only one method",,Period: months,12,,Diagnosis of dementia,No,All-Cause Dementia,,1,ICD-10: F00-F02,Incidence,Multiple times at Follow Up,13,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,bc_edu,bc_inc,,bc_smoking,,,,,,,,,,,,,,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,United Kingdom|GBR,Participant questionnaires were mailed to the homes of both cohorts.,No,95,,,UKB recruited volunteers aged 40–69 years from 2006 to 2010,Yes,,clinical_records,"No, the study population is not a prevalent-disease population",,"No, all subjects received full evaluation",neuro_dementia-all-cause dementia|||Never drinker,Never drinker,"Current drinker, Light",,0,0,drinks,,,per week,,,12647,,1,6,drinks/week,,,,,126447,,3976,298437,,,,,14,7,,,,,,,,,,neuro_dementia-all-cause dementia|||,2011,2019,Never drinker,Continuous,,,56.7,8.6,,3,0.303,,Any alcoholic beverages,Hazard Ratio (HR),1.31,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,1.15,1.4,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,7,Fig. 2,"No, it was in the main text",
40987604,hlawlor,,5,,598497,"Alcohol use	|	102",exact definition,No,Prospecitve cohort,,US Million Veteran Programme and the UK Biobank,neuro_dementia-all-cause dementia,neuro_dementia,all-cause dementia,,Exact outcome definition,Dementia cases were identified using EHR data and International Classification of Diseases (ICD) codes,Alcohol intake was assessed using self-reported drinks per week (DPW),At the individual,questionnaire,Only at baseline,,Self-report (human/environment),"No, only one method",,Period: months,12,,Diagnosis of dementia,No,All-Cause Dementia,,1,ICD-10: F00-F02,Incidence,Multiple times at Follow Up,13,Administrative medical records or disease registry,,,,,,neuro_dementia-all-cause dementia|,bc_age,bc_sex,bc_bmi,bc_edu,bc_inc,,bc_smoking,,,,,,,,,,,,,,,,,bc_sick_na,,neuro_dementia-all-cause dementia||,United Kingdom|GBR,Participant questionnaires were mailed to the homes of both cohorts.,No,95,,,UKB recruited volunteers aged 40–69 years from 2006 to 2010,Yes,,clinical_records,"No, the study population is not a prevalent-disease population",,"No, all subjects received full evaluation","neuro_dementia-all-cause dementia|||Current drinker, Moderate","Current drinker, Moderate","Current drinker, Light",,7,13,drinks,,,per week,,,83300,,1,6,drinks/week,,,,,126447,,3976,298437,,,,,14,7,,,,,,,,,,neuro_dementia-all-cause dementia|||,2011,2019,"Current drinker, Moderate",Continuous,,,56.1,8,,3,0.538,,Any alcoholic beverages,Hazard Ratio (HR),0.91,,"Confidence Interval (specify CI level, 90/95/99/etc.)",95,0.84,1.08,,main analysis,,"No, individual location's effect size",,No,Yes,Most adjusted model,7,Fig. 2,"No, it was in the main text",
