seq,rei_id,risk_id,cause_id,acause,study_id,bundle_id,bundle_version_id,risk_type,risk_unit,ln_rr,ln_rr_se,ref_risk_lower,ref_risk_upper,alt_risk_lower,alt_risk_upper,cov_incidence,cov_age,cov_bmi
341,102,drugs_alcohol,493,cvd_ihd,309682,9023,0,continuous,gday,-1.272965676,0.714036219,0,0,11.8386,30.78036,0,1,1
342,102,drugs_alcohol,493,cvd_ihd,309682,9023,0,continuous,gday,-0.328504067,0.429593522,0,0,31.5696,47.3544,0,1,1
343,102,drugs_alcohol,493,cvd_ihd,429454,9023,0,continuous,gday,-0.174353387,0.181110791,0,0,0.1,4.9,1,1,1
344,102,drugs_alcohol,493,cvd_ihd,429454,9023,0,continuous,gday,-0.287682072,0.21315498,0,0,5,9.9,1,1,1
345,102,drugs_alcohol,493,cvd_ihd,429454,9023,0,continuous,gday,-0.776528789,0.238971751,0,0,10,14.9,1,1,1
346,102,drugs_alcohol,493,cvd_ihd,429454,9023,0,continuous,gday,-0.446287103,0.213530959,0,0,15,29.9,1,1,1
347,102,drugs_alcohol,493,cvd_ihd,309684,9023,0,continuous,gday,-0.46203546,0.14275913,0,0,0.77792756,7.00134804,0,1,1
348,102,drugs_alcohol,493,cvd_ihd,309684,9023,0,continuous,gday,-0.371063681,0.150500751,0,0,7.7792756,14.78062364,0,1,1
349,102,drugs_alcohol,493,cvd_ihd,309684,9023,0,continuous,gday,-0.400477567,0.187680305,0,0,15.5585512,22.55989924,0,1,1
350,102,drugs_alcohol,493,cvd_ihd,309684,9023,0,continuous,gday,-0.478035801,0.182687933,0,0,23.3378268,45.89772604,0,1,1
351,102,drugs_alcohol,493,cvd_ihd,309684,9023,0,continuous,gday,0,0.229792486,0,0,46.6756536,69.23555284,0,1,1
352,102,drugs_alcohol,493,cvd_ihd,309684,9023,0,continuous,gday,0.336472237,0.280258237,0,0,70.0134804,105.0202206,0,1,1
353,102,drugs_alcohol,493,cvd_ihd,309687,9023,0,continuous,gday,-0.510825624,0.206869953,0,0,0,20,0,1,1
354,102,drugs_alcohol,493,cvd_ihd,309687,9023,0,continuous,gday,-0.693147181,0.410570896,0,0,20,30,0,1,1
355,102,drugs_alcohol,493,cvd_ihd,309687,9023,0,continuous,gday,-0.356674944,0.48395918,0,0,30,45,0,1,1
356,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.274436846,0.148449374,0,3.057255311,17.90011316,59.69816095,0,1,1
357,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.431782416,0.138043616,0,3.057255311,59.76817443,89.65226165,0,1,1
358,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.15082289,0.117027162,0,0.373405229,0.396743056,3.990768383,0,1,1
359,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.15082289,0.118016205,0,0.373405229,4.01410621,20.58396324,0,1,1
360,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.083381609,0.118145599,0,0.373405229,20.60730106,30.9109516,0,1,1
361,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.287682072,0.14534902,0,1.23690482,1.23690482,6.651280638,0,1,1
362,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.673344553,0.158976682,0,1.23690482,6.674618465,23.43117811,0,1,1
363,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.527632742,0.152509439,0,1.23690482,23.43117811,35.14676716,0,1,1
364,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.040821995,0.124115544,0,0.373405229,0.373405229,1.960377451,0,1,1
365,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.314710745,0.13212834,0,0.373405229,1.983715278,9.125090279,0,1,1
366,102,drugs_alcohol,493,cvd_ihd,309688,9023,0,continuous,gday,0.009950331,0.080698298,0,0,1.142857143,8.000000001,1,1,1
367,102,drugs_alcohol,493,cvd_ihd,309688,9023,0,continuous,gday,-0.139262067,0.087823864,0,0,9.142857144,16,1,1,1
368,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.165514438,0.193582255,0,0,3.080593138,17.87677533,0,1,1
369,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.039220713,0.195856644,0,0,17.90011316,59.69816095,0,1,1
370,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.737164066,0.189775384,0,0,59.76817443,89.65226165,0,1,1
371,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.246860078,0.122099409,0,0,0,0.373405229,0,1,1
372,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.086177696,0.130312659,0,0,0.396743056,3.990768383,0,1,1
373,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.09531018,0.132702391,0,0,4.01410621,20.58396324,0,1,1
374,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.182321557,0.134711079,0,0,20.60730106,30.9109516,0,1,1
375,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.530628251,0.190615919,0,0,0,1.23690482,0,1,1
376,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.2390169,0.200867275,0,0,1.23690482,6.651280638,0,1,1
377,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.139262067,0.207845488,0,0,6.674618465,23.43117811,0,1,1
378,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.009950331,0.207292658,0,0,23.43117811,35.14676716,0,1,1
379,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.207014169,0.129775036,0,0,0,0.373405229,0,1,1
380,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,0.165514438,0.13867741,0,0,0.373405229,1.960377451,0,1,1
381,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.105360516,0.148673246,0,0,1.983715278,9.125090279,0,1,1
382,102,drugs_alcohol,493,cvd_ihd,432572,9023,0,continuous,gday,-0.210721031,0.152296765,0,0,9.125090279,13.68763542,0,1,1
383,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.314710745,0.073388284,0,0,0,10,0,1,1
384,102,drugs_alcohol,493,cvd_ihd,438136,9023,0,continuous,gday,-0.287682072,0.121515165,0,1.285714286,54,81,0,1,1
385,102,drugs_alcohol,493,cvd_ihd,438136,9023,0,continuous,gday,-0.274436846,0.089789904,0,1.285714286,1.285714286,19.28571429,0,1,1
386,102,drugs_alcohol,493,cvd_ihd,438136,9023,0,continuous,gday,-0.029558802,0.143691862,0,0,0,1.285714286,0,1,1
387,102,drugs_alcohol,493,cvd_ihd,309718,9023,0,continuous,gday,-0.248461359,0.213994641,0,0,2.5,28,1,1,1
388,102,drugs_alcohol,493,cvd_ihd,309718,9023,0,continuous,gday,-0.755022584,0.434884717,0,0,28,56,1,1,1
389,102,drugs_alcohol,493,cvd_ihd,432749,9023,0,continuous,gday,-0.356674944,0.115302327,0,6,36,48,0,1,1
390,102,drugs_alcohol,493,cvd_ihd,432749,9023,0,continuous,gday,-0.19062036,0.056924375,0,0,0,6,0,1,1
391,102,drugs_alcohol,493,cvd_ihd,432749,9023,0,continuous,gday,-0.186329578,0.058299592,0,0,0,6,0,1,1
392,102,drugs_alcohol,493,cvd_ihd,309692,9023,0,continuous,gday,-0.301105093,0.099218318,0,1.571428571,1.142857143,6.857142857,0,1,1
393,102,drugs_alcohol,493,cvd_ihd,309692,9023,0,continuous,gday,-0.287682072,0.143397683,0,1.571428571,8,14.85714286,0,1,1
394,102,drugs_alcohol,493,cvd_ihd,309692,9023,0,continuous,gday,-0.287682072,0.181591662,0,1.571428571,16,30.85714286,0,1,1
395,102,drugs_alcohol,493,cvd_ihd,309692,9023,0,continuous,gday,-0.301105093,0.096367986,0,1.571428571,1.142857143,6.857142857,0,1,1
396,102,drugs_alcohol,493,cvd_ihd,298281,9023,0,continuous,gday,-0.653926467,0.190615919,0,0,45,55,1,1,1
397,102,drugs_alcohol,493,cvd_ihd,298281,9023,0,continuous,gday,-0.544727175,0.117810726,0,0,55,90,1,1,1
398,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,-0.186329578,0.189908284,0,0,10,30,0,1,1
399,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,-0.314710745,0.266025747,0,0,30,60,0,1,1
400,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,-0.994252273,0.457081497,0,0,60,90,0,1,1
401,102,drugs_alcohol,493,cvd_ihd,309692,9023,0,continuous,gday,-0.478035801,0.093429693,0,1.571428571,21.99999999,42.42857142,0,1,1
402,102,drugs_alcohol,493,cvd_ihd,309692,9023,0,continuous,gday,-0.544727175,0.105237825,0,1.571428571,43.99999999,65.99999998,0,1,1
403,102,drugs_alcohol,493,cvd_ihd,309692,9023,0,continuous,gday,-0.301105093,0.099218318,0,1.571428571,1.571428571,9.428571426,0,1,1
404,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.198450939,0.046510601,0.1,4.9,5,14.9,0,1,1
405,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.248461359,0.055462469,0.1,4.9,15,29.9,0,1,1
406,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.328504067,0.063223511,0.1,4.9,30,59.9,0,1,1
407,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.385662481,0.092772444,0.1,4.9,60,90,0,1,1
408,102,drugs_alcohol,493,cvd_ihd,309694,9023,0,continuous,gday,-0.673344553,0.294513456,0,0,17.14285715,40.00000001,0,1,1
409,102,drugs_alcohol,493,cvd_ihd,309694,9023,0,continuous,gday,-0.544727175,0.396988112,0,0,41.14285715,64.00000001,0,1,1
410,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.287682072,0.061520933,0.1,4.9,15,29.9,0,1,1
411,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.342490309,0.068192543,0.1,4.9,30,59.9,0,1,1
412,102,drugs_alcohol,493,cvd_ihd,309694,9023,0,continuous,gday,-1.771956842,0.535729803,0,0,5.714285715,16,0,1,1
413,102,drugs_alcohol,493,cvd_ihd,309694,9023,0,continuous,gday,-1.897119985,0.66395145,0,0,17.14285715,40.00000001,0,1,1
414,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,0.446287103,0.252652731,0,0,0,4.9,0,1,1
415,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-0.431782416,0.234273078,0,0,0,4.9,0,1,1
416,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,0.127833372,0.168593449,0,0,0,4.9,0,1,1
417,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-0.598836501,0.195654871,0,0,0,4.9,0,1,1
418,102,drugs_alcohol,493,cvd_ihd,309722,9023,0,continuous,gday,-1.514127733,0.353646521,0,0,0,20,0,1,1
419,102,drugs_alcohol,493,cvd_ihd,309722,9023,0,continuous,gday,-1.966112856,0.457081497,0,0,20,30,0,1,1
420,102,drugs_alcohol,493,cvd_ihd,309722,9023,0,continuous,gday,-0.693147181,0.410570896,0,0,30,45,0,1,1
421,102,drugs_alcohol,493,cvd_ihd,309723,9023,0,continuous,gday,-0.916290732,0.216147413,0,0,1,9,0,1,1
422,102,drugs_alcohol,493,cvd_ihd,309663,9023,0,continuous,gday,-0.478035801,0.125052637,0,1,13,30,1,1,1
423,102,drugs_alcohol,493,cvd_ihd,309663,9023,0,continuous,gday,-0.616186139,0.190252784,0,1,30,45,1,1,1
424,102,drugs_alcohol,493,cvd_ihd,309663,9023,0,continuous,gday,-0.415515444,0.106565102,0,1,2,12,1,1,1
425,102,drugs_alcohol,493,cvd_ihd,309663,9023,0,continuous,gday,-0.478035801,0.125052637,0,1,13,30,1,1,1
426,102,drugs_alcohol,493,cvd_ihd,309663,9023,0,continuous,gday,-0.616186139,0.190252784,0,1,30,45,1,1,1
427,102,drugs_alcohol,493,cvd_ihd,309663,9023,0,continuous,gday,-0.415515444,0.106565102,0,1,2,12,1,1,1
428,102,drugs_alcohol,493,cvd_ihd,309663,9023,0,continuous,gday,-0.478035801,0.125052637,0,1,13,30,1,1,1
429,102,drugs_alcohol,493,cvd_ihd,309725,9023,0,continuous,gday,0.157003749,0.209041047,0,0,21.42857144,40.00000001,0,1,1
430,102,drugs_alcohol,493,cvd_ihd,309725,9023,0,continuous,gday,-0.210721031,0.298487564,0,0,40.00000001,60.00000002,0,1,1
431,102,drugs_alcohol,493,cvd_ihd,309725,9023,0,continuous,gday,-0.274436846,0.138961014,0,0,1.428571429,10,0,1,1
432,102,drugs_alcohol,493,cvd_ihd,309725,9023,0,continuous,gday,0.019802627,0.205197147,0,0,11.42857143,20.00000001,0,1,1
433,102,drugs_alcohol,493,cvd_ihd,309699,9023,0,continuous,gday,-0.235722334,0.258061457,0,10,30,45,0,1,1
434,102,drugs_alcohol,493,cvd_ihd,309700,9023,0,continuous,gday,0.09531018,0.240934084,0,0,0,16.66987629,0,1,1
435,102,drugs_alcohol,493,cvd_ihd,309700,9023,0,continuous,gday,0.09531018,0.254726742,0,0,16.66987629,30.00577731,0,1,1
436,102,drugs_alcohol,493,cvd_ihd,309700,9023,0,continuous,gday,0.405465108,0.260625318,0,0,33.33975257,63.34552988,0,1,1
437,102,drugs_alcohol,493,cvd_ihd,309700,9023,0,continuous,gday,0.09531018,0.280258237,0,0,66.67950514,100.0192577,0,1,1
438,102,drugs_alcohol,493,cvd_ihd,309701,9023,0,continuous,gday,-0.371063681,0.316610294,0,0,1,22,0,1,1
439,102,drugs_alcohol,493,cvd_ihd,309701,9023,0,continuous,gday,-0.597837001,0.325789558,0,0,23,45,0,1,1
440,102,drugs_alcohol,493,cvd_ihd,309701,9023,0,continuous,gday,-0.820980552,0.385039401,0,0,46,68,0,1,1
441,102,drugs_alcohol,493,cvd_ihd,309701,9023,0,continuous,gday,-0.328504067,0.478898378,0,0,69,103.5,0,1,1
442,102,drugs_alcohol,493,cvd_ihd,309702,9023,0,continuous,gday,0,0.265677009,0,0,0.033333333,9.099999909,1,1,1
443,102,drugs_alcohol,493,cvd_ihd,309702,9023,0,continuous,gday,0.182321557,0.292125588,0,0,9.099999909,13.64999986,1,1,1
444,102,drugs_alcohol,493,cvd_ihd,309705,9023,0,continuous,gday,0.460584407,0.168398777,0,0,0.333333333,9.99999999,1,1,1
445,102,drugs_alcohol,493,cvd_ihd,309705,9023,0,continuous,gday,0.867100488,0.227633046,0,0,10.33333332,15.49999998,1,1,1
446,102,drugs_alcohol,493,cvd_ihd,309705,9023,0,continuous,gday,0.457424847,0.204181814,0,0,0.333333333,9.99999999,1,1,1
447,102,drugs_alcohol,493,cvd_ihd,309664,9023,0,continuous,gday,0.470003629,0.289535697,0,0,20,30,0,1,1
448,102,drugs_alcohol,493,cvd_ihd,309731,9023,0,continuous,gday,-0.342490309,0.47446359,0,1.285714286,20.57142858,54.00000001,1,1,1
449,102,drugs_alcohol,493,cvd_ihd,309731,9023,0,continuous,gday,0.31481074,0.611707978,0,1.285714286,54.00000001,81.00000002,1,1,1
450,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.342490309,0.161664225,0,0,24.17000001,36.25500001,0,1,1
451,102,drugs_alcohol,493,cvd_ihd,309706,9023,0,continuous,gday,-0.755022584,0.24910959,0,0,20,40,1,1,1
452,102,drugs_alcohol,493,cvd_ihd,309706,9023,0,continuous,gday,-0.634878272,0.208216141,0,0,40,60,1,1,1
453,102,drugs_alcohol,493,cvd_ihd,309706,9023,0,continuous,gday,-1.30933332,0.103434977,0,0,0,10,1,1,1
454,102,drugs_alcohol,493,cvd_ihd,309706,9023,0,continuous,gday,-1.108662625,0.171452493,0,0,10,20,1,1,1
455,102,drugs_alcohol,493,cvd_ihd,309706,9023,0,continuous,gday,-0.693147181,0.250211544,0,0,20,30,1,1,1
456,102,drugs_alcohol,493,cvd_ihd,309706,9023,0,continuous,gday,-0.510825624,0.410570896,0,0,20,40,1,1,1
457,102,drugs_alcohol,493,cvd_ihd,309706,9023,0,continuous,gday,-1.609437912,0.467495271,0,0,40,60,1,1,1
458,102,drugs_alcohol,493,cvd_ihd,309707,9023,0,continuous,gday,-0.174353387,0.12715346,1.714285714,10.28571428,12,22.28571428,0,1,1
459,102,drugs_alcohol,493,cvd_ihd,309665,9023,0,continuous,gday,-0.350656872,0.121035199,0,0,0,10,1,1,1
460,102,drugs_alcohol,493,cvd_ihd,309665,9023,0,continuous,gday,-0.336472237,0.169131159,0,0,0,5,1,1,1
461,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.198450939,0.046510601,0.1,4.9,5,14.9,0,1,1
462,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.248461359,0.055462469,0.1,4.9,15,29.9,0,1,1
463,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.328504067,0.063223511,0.1,4.9,30,59.9,0,1,1
464,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.385662481,0.092772444,0.1,4.9,60,90,0,1,1
465,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.314710745,0.073388284,0,0,0,10,0,1,1
466,102,drugs_alcohol,493,cvd_ihd,309708,9023,0,continuous,gday,-0.46203546,0.159618852,0,0,11.67642756,17.51464134,0,1,1
467,102,drugs_alcohol,493,cvd_ihd,309708,9023,0,continuous,gday,0.067658648,0.144998846,0,0,0.021623014,0.21623014,0,1,1
468,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.342490309,0.068192543,0.1,4.9,30,59.9,0,1,1
469,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.385662481,0.095864628,0.1,4.9,60,90,0,1,1
470,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.165514438,0.06030326,0,0.1,0.1,4.9,0,1,1
471,102,drugs_alcohol,493,cvd_ihd,310068,9023,0,continuous,gday,-0.510825624,0.146776568,0,0,2.857142858,10,0,1,1
472,102,drugs_alcohol,493,cvd_ihd,310068,9023,0,continuous,gday,-0.342490309,0.265677009,0,0,10,20.00000001,0,1,1
473,102,drugs_alcohol,493,cvd_ihd,310068,9023,0,continuous,gday,0.165514438,0.095786805,0,0,20.00000001,30.00000001,0,1,1
474,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.314710745,0.073388284,0,0,0,10,0,1,1
475,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.223143551,0.113848751,0,0,11.42857143,24.17000001,0,1,1
476,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.342490309,0.161664225,0,0,24.17000001,36.25500001,0,1,1
477,102,drugs_alcohol,493,cvd_ihd,437687,9023,0,continuous,gday,-0.061875404,0.432555002,0,0,30,45,0,1,1
478,102,drugs_alcohol,493,cvd_ihd,437703,9023,0,continuous,gday,-0.186329578,0.163738236,0,10,10,20,0,1,1
479,102,drugs_alcohol,493,cvd_ihd,437703,9023,0,continuous,gday,-0.328504067,0.126642063,0,10,20,30,0,1,1
480,102,drugs_alcohol,493,cvd_ihd,437710,9023,0,continuous,gday,-0.478035801,0.277949605,0,0,0.1,39.9,0,1,1
481,102,drugs_alcohol,493,cvd_ihd,437710,9023,0,continuous,gday,-0.162518929,0.247793497,0,0,40,60,0,1,1
482,102,drugs_alcohol,493,cvd_ihd,437800,9023,0,continuous,gday,-1.171182982,0.457081497,0,0,0,12,0,1,1
483,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.314710745,0.073388284,0,0,0,10,0,1,1
484,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.223143551,0.113848751,0,0,11.42857143,24.17000001,0,1,1
485,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.342490309,0.161664225,0,0,24.17000001,36.25500001,0,1,1
486,102,drugs_alcohol,493,cvd_ihd,310070,9023,0,continuous,gday,-0.062588424,0.26625972,0,0,21.42857144,40.00000001,1,1,1
487,102,drugs_alcohol,493,cvd_ihd,310070,9023,0,continuous,gday,-0.112821614,0.312512219,0,0,41.42857144,62.14285716,1,1,1
488,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.314710745,0.073388284,0,0,0,10,0,1,1
489,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.223143551,0.113848751,0,0,11.42857143,24.17000001,0,1,1
490,102,drugs_alcohol,493,cvd_ihd,437929,9023,0,continuous,gday,0.131028262,0.162603367,1.142857143,6.857142858,8.000000001,11.42857143,0,1,1
491,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.198450939,0.046510601,0.1,4.9,5,14.9,0,1,1
492,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.314710745,0.073388284,0,0,0,10,0,1,1
493,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.223143551,0.113848751,0,0,11.42857143,24.17000001,0,1,1
494,102,drugs_alcohol,493,cvd_ihd,428293,9023,0,continuous,gday,-0.342490309,0.161664225,0,0,24.17000001,36.25500001,0,1,1
495,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.122217633,0.056418722,0,0.1,0.1,4.9,0,1,1
496,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.210721031,0.050555339,0.1,4.9,5,14.9,0,1,1
497,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.287682072,0.061520933,0.1,4.9,15,29.9,0,1,1
498,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.342490309,0.068192543,0.1,4.9,30,59.9,0,1,1
499,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.385662481,0.095864628,0.1,4.9,60,90,0,1,1
500,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.165514438,0.06030326,0,0.1,0.1,4.9,0,1,1
501,102,drugs_alcohol,493,cvd_ihd,438104,9023,0,continuous,gday,-0.653926467,0.229066733,0,1.3,15.2,22.8,0,1,1
502,102,drugs_alcohol,493,cvd_ihd,309723,9023,0,continuous,gday,-0.510825624,0.206869953,0,0,34,51,0,1,1
503,102,drugs_alcohol,493,cvd_ihd,309723,9023,0,continuous,gday,-0.693147181,0.383693213,0,0,1,9,0,1,1
504,102,drugs_alcohol,493,cvd_ihd,438136,9023,0,continuous,gday,-0.248461359,0.094109059,0,1.285714286,20.57142858,54.00000001,0,1,1
505,102,drugs_alcohol,493,cvd_ihd,309723,9023,0,continuous,gday,-0.916290732,0.673228911,0,0,34,51,0,1,1
506,102,drugs_alcohol,493,cvd_ihd,438136,9023,0,continuous,gday,-0.287682072,0.121515165,0,1.285714286,54,81,0,1,1
507,102,drugs_alcohol,493,cvd_ihd,309718,9023,0,continuous,gday,0.076961041,0.355997708,0,0,56,84,1,1,1
508,102,drugs_alcohol,493,cvd_ihd,309718,9023,0,continuous,gday,0.122217633,0.203868718,0,0,0.01,2.49,1,1,1
509,102,drugs_alcohol,493,cvd_ihd,309718,9023,0,continuous,gday,-0.139262067,0.322731838,0,0,2.5,14,1,1,1
510,102,drugs_alcohol,493,cvd_ihd,309718,9023,0,continuous,gday,-0.198450939,0.38296539,0,0,14,21,1,1,1
511,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,0.336472237,0.601249256,0,0,0.1,10,1,1,1
512,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,0.425267735,0.61521287,0,0,10,30,1,1,1
513,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,0.336472237,0.751970167,0,0,30,60,1,1,1
514,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,1.244154594,0.760594215,0,0,60,90,1,1,1
515,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,-0.127833372,0.18090498,0,0,0.1,10,0,1,1
516,102,drugs_alcohol,493,cvd_ihd,309692,9023,0,continuous,gday,-0.478035801,0.093429693,0,1.571428571,16,30.85714286,0,1,1
517,102,drugs_alcohol,493,cvd_ihd,432797,9023,0,continuous,gday,-0.287682072,0.124186415,0,0,30,45,0,1,1
518,102,drugs_alcohol,493,cvd_ihd,432797,9023,0,continuous,gday,0.009950331,0.102408408,0,0,0.01,20,0,1,1
519,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,-0.072570693,0.172928497,0,0,0.1,10,0,1,1
520,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,-0.127833372,0.18090498,0,0,10,30,0,1,1
521,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,-0.248461359,0.248210734,0,0,30,60,0,1,1
522,102,drugs_alcohol,493,cvd_ihd,309719,9023,0,continuous,gday,-0.478035801,0.353646521,0,0,60,90,0,1,1
523,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-0.314710745,0.120448082,0,4.9,5,14.9,0,1,1
524,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-0.261364764,0.125158907,0,4.9,15,29.9,0,1,1
525,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-0.198450939,0.159223038,0,4.9,30,49.9,0,1,1
526,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-0.415515444,0.226352856,0,4.9,50,69.9,0,1,1
527,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,0.058268908,0.200810237,0,4.9,70,105,0,1,1
528,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-0.356674944,0.158686546,0,4.9,5,14.9,0,1,1
529,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-0.139262067,0.3242921,0,4.9,15,19.9,0,1,1
530,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-0.713349888,0.364060295,0,4.9,20,29.9,0,1,1
531,102,drugs_alcohol,493,cvd_ihd,309720,9023,0,continuous,gday,-1.021651248,0.565197377,0,4.9,30,45,0,1,1
532,102,drugs_alcohol,493,cvd_ihd,431103,9023,0,continuous,gday,-0.165514438,0.06030326,0,0.1,0.1,4.9,0,1,1
533,102,drugs_alcohol,493,cvd_ihd,436456,9023,0,continuous,gday,-0.46203546,0.372095669,0.1,1.4,5,9.9,1,1,1
534,102,drugs_alcohol,493,cvd_ihd,309665,9023,0,continuous,gday,-0.350656872,0.121035199,0,0,0,10,1,1,1
535,102,drugs_alcohol,493,cvd_ihd,436456,9023,0,continuous,gday,-1.560647748,0.756447211,0.1,1.4,15,22.5,1,1,1
536,102,drugs_alcohol,493,cvd_ihd,436456,9023,0,continuous,gday,0.020202707,0.340561497,0,0,0.1,1.4,1,1,1
537,102,drugs_alcohol,493,cvd_ihd,309665,9023,0,continuous,gday,0.494696242,0.242595992,0,10,60,90,1,1,1
538,102,drugs_alcohol,493,cvd_ihd,436458,9023,0,continuous,gday,-0.210721031,0.084245328,1.714285714,10.28571428,24,34.28571428,0,1,1
539,102,drugs_alcohol,493,cvd_ihd,436458,9023,0,continuous,gday,-0.261364764,0.134600189,1.714285714,10.28571428,35.99999999,46.28571428,0,1,1
