seq,rei_id,risk_id,cause_id,acause,study_id,bundle_id,bundle_version_id,risk_type,risk_unit,ln_rr,ln_rr_se,ref_risk_lower,ref_risk_upper,alt_risk_lower,alt_risk_upper,cov_incidence,cov_age
410,102,drugs_alcohol,976,diabetes_typ2,309593,9023,0,continuous,gday,0.198850858745165,0.213859487348072,1.71428571428571,1.71428571428571,36.1714285714286,54.2571428571429,0,0
411,102,drugs_alcohol,976,diabetes_typ2,309591,9023,0,continuous,gday,-0.287682072451781,0.0881381743215835,1,4.9,5,9.9,0,0
412,102,drugs_alcohol,976,diabetes_typ2,309591,9023,0,continuous,gday,-0.430782916092454,0.0970570933425375,1,4.9,10,14.9,0,0
413,102,drugs_alcohol,976,diabetes_typ2,309591,9023,0,continuous,gday,-0.49429632181478,0.100010736677557,1,4.9,15,29.9,0,0
414,102,drugs_alcohol,976,diabetes_typ2,309591,9023,0,continuous,gday,-0.63487827243597,0.119138520690714,1,4.9,30,49.9,0,0
415,102,drugs_alcohol,976,diabetes_typ2,309591,9023,0,continuous,gday,-0.59783700075562,0.180073011820759,1,4.9,50,75,0,0
416,102,drugs_alcohol,976,diabetes_typ2,413831,9023,0,continuous,gday,0.2390169004705,0.363730918335848,0,1.71428571428571,0,0,0,0
417,102,drugs_alcohol,976,diabetes_typ2,413831,9023,0,continuous,gday,-0.210721031315653,0.105998837745323,1.71428571428571,1.71428571428571,1.71428571428571,3.42857142857143,0,0
418,102,drugs_alcohol,976,diabetes_typ2,413831,9023,0,continuous,gday,-0.3147107448397,0.110541342502839,1.71428571428571,1.71428571428571,5.14285714285714,6.85714285714286,0,0
419,102,drugs_alcohol,976,diabetes_typ2,413831,9023,0,continuous,gday,-0.3147107448397,0.0970088926733688,1.71428571428571,1.71428571428571,8.57142857142857,12,0,0
420,102,drugs_alcohol,976,diabetes_typ2,413831,9023,0,continuous,gday,0.56531380905006,0.177849829300936,0,1.71428571428571,0,0,0,0
421,102,drugs_alcohol,976,diabetes_typ2,413831,9023,0,continuous,gday,-0.139262067333508,0.0902886372431076,1.71428571428571,1.71428571428571,1.71428571428571,3.42857142857143,0,0
422,102,drugs_alcohol,976,diabetes_typ2,413831,9023,0,continuous,gday,-0.371063681390832,0.119898885011667,1.71428571428571,1.71428571428571,5.14285714285714,6.85714285714286,0,0
423,102,drugs_alcohol,976,diabetes_typ2,413831,9023,0,continuous,gday,-0.116533816255952,0.104597174654088,1.71428571428571,1.71428571428571,8.57142857142857,12,0,0
424,102,drugs_alcohol,976,diabetes_typ2,255463,9023,0,continuous,gday,0.0769610411361284,0.11018665339192,0,0,0.4,9.2,0,1
425,102,drugs_alcohol,976,diabetes_typ2,255463,9023,0,continuous,gday,0.231111720963387,0.108388569889098,0,0,9.24,18.4,0,1
426,102,drugs_alcohol,976,diabetes_typ2,255463,9023,0,continuous,gday,0.22314355131421,0.113440260525879,0,0,18.44,27.66,0,1
427,102,drugs_alcohol,976,diabetes_typ2,255463,9023,0,continuous,gday,0.139761942375159,0.268747921782561,0,0,0.4,1.96,0,1
428,102,drugs_alcohol,976,diabetes_typ2,255463,9023,0,continuous,gday,-0.210721031315653,0.263794328451668,0,0,2,4.6,0,1
429,102,drugs_alcohol,976,diabetes_typ2,255463,9023,0,continuous,gday,-0.2484613592985,0.295268568543633,0,0,4.64,6.96,0,1
430,102,drugs_alcohol,976,diabetes_typ2,309598,9023,0,continuous,gday,0.412109650826833,0.175628400828449,23,45.9,0,0,0,0
431,102,drugs_alcohol,976,diabetes_typ2,309598,9023,0,continuous,gday,0.27002713721306,0.174065373585645,23,45.9,1,22.9,0,0
432,102,drugs_alcohol,976,diabetes_typ2,309598,9023,0,continuous,gday,0.165514438477573,0.157014348553541,23,45.9,46,68.9,0,0
433,102,drugs_alcohol,976,diabetes_typ2,309598,9023,0,continuous,gday,0.357674444271816,0.176823260346925,23,45.9,69,103.5,0,0
434,102,drugs_alcohol,976,diabetes_typ2,529555,9023,0,continuous,gday,-0.116533816255952,0.0229459787405458,0,0,0.333333333333333,1,0,0
435,102,drugs_alcohol,976,diabetes_typ2,529562,9023,0,continuous,gday,-0.105360515657826,0.186907657988924,1.42857142857143,4.28571428571429,0,1.42857142857143,0,0
436,102,drugs_alcohol,976,diabetes_typ2,529567,9023,0,continuous,gday,0.307484699747961,0.0448042266946832,0,1.42857142857143,1.42857142857143,4.28571428571429,0,1
437,102,drugs_alcohol,976,diabetes_typ2,529567,9023,0,continuous,gday,0.56531380905006,0.0562777284977096,0,1.42857142857143,4.28571428571429,7.14285714285714,0,1
438,102,drugs_alcohol,976,diabetes_typ2,529574,9023,0,continuous,gday,-0.0202027073175195,0.0235646224824018,0,0,1.42857142857143,21.4285714285714,0,0
439,102,drugs_alcohol,976,diabetes_typ2,529574,9023,0,continuous,gday,-0.0202027073175195,0.0831866123894521,0,0,8.57142857142857,30,0,0
440,102,drugs_alcohol,976,diabetes_typ2,529574,9023,0,continuous,gday,0.0953101798043249,0.0207890393497915,0,0,5.71428571428571,28.5714285714286,0,0
441,102,drugs_alcohol,976,diabetes_typ2,529574,9023,0,continuous,gday,0.19062035960865,0.0545731878084913,0,0,34.2857142857143,40,0,0
442,102,drugs_alcohol,976,diabetes_typ2,529576,9023,0,continuous,gday,-0.0202027073175195,0.0748844877306579,0,0,1.42857142857143,1.42857142857143,0,0
443,102,drugs_alcohol,976,diabetes_typ2,529564,9023,0,continuous,gday,-0.149660774554406,0.249485791040687,0,0,1.42857142857143,5.71428571428571,0,0
444,102,drugs_alcohol,976,diabetes_typ2,529564,9023,0,continuous,gday,-0.376877651256252,0.352862796449725,0,0,7.14285714285714,10,0,0
445,102,drugs_alcohol,976,diabetes_typ2,529644,9023,0,continuous,gday,-0.0725706928348354,0.00548627684208252,0,0,0,0.333333333333333,0,1
446,102,drugs_alcohol,976,diabetes_typ2,529644,9023,0,continuous,gday,-0.083381608939051,0.00554591495826682,0,0,0.333333333333333,1,0,1
447,102,drugs_alcohol,976,diabetes_typ2,529644,9023,0,continuous,gday,-0.0943106794712413,0.00560686395887124,0,0,1.42857142857143,5.71428571428571,0,1
448,102,drugs_alcohol,976,diabetes_typ2,529644,9023,0,continuous,gday,-0.105360515657826,0.00845719574410727,0,0,7.14285714285714,10.7142857142857,0,1
449,102,drugs_alcohol,976,diabetes_typ2,529648,9023,0,continuous,gday,-0.0512932943875506,0.0430665483609827,0,1.42857142857143,1.42857142857143,2.85714285714286,0,0
450,102,drugs_alcohol,976,diabetes_typ2,529648,9023,0,continuous,gday,-0.198450938723838,0.0499348411035958,0,1.42857142857143,4.28571428571429,5.71428571428571,0,0
451,102,drugs_alcohol,976,diabetes_typ2,529648,9023,0,continuous,gday,-0.2484613592985,0.055462468521741,0,1.42857142857143,7.14285714285714,10.7142857142857,0,0
452,102,drugs_alcohol,976,diabetes_typ2,412237,9023,0,continuous,gday,0.0953101798043249,0.123854034638189,1.42857142857143,20,21.4285714285714,100,0,0
